index,SLICES,POSCAR,formula,energy_per_atom_IAP,energy_per_atom_sym_IAP,space_group_number_IAP,dissimilarity,energy_above_hull_IAP,band_gap_alignn,space_group_number_PBE,energy_above_hull_PBE,energy_per_atom_PBE,dir_gap,indir_gap
1008228,Sr Cd Zn As As 4 2 o o o 1 3 o o o 0 2 o o o 0 4 - - o 0 3 - - o 0 3 o - o 0 4 - o o 1 2 - o - 0 4 - o o 4 3 + o o 1 3 o - o 1 4 o o o 1 3 - - o 1 2 - - - 4 2 o o o 1 0 o o - 4 2 o o o 1 2 o o - 1 0 o - - 1 0 - - - 0 3 o o o 1 4 o o o 1 4 - o o,temp\n   1.00000000000000     \n     0.0000000000000000    4.5485964294120089   -0.0109738544254517\n     4.4230469002066508    0.0000000000000000    0.0000000000000000\n     0.0000000000000000   -1.3566172756900832   -6.6053414555616312\n   Sr   Zn   Cd   As\n     1     1     1     2\nDirect\n  0.0355773412894086  0.0000000000000000  0.0694698980015622\n  0.6355484718449860  0.0000000000000000  0.4080037858125481\n  0.3707659953867455  0.5000000000000000  0.7760734269876733\n  0.5826826793891127  0.5000000000000000  0.1739070733858349\n  0.1882155120897470  0.0000000000000000  0.5828658158123816\n \n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n,Sr1Zn1Cd1As2,-3.267751693725586,-3.270579147338867,6,0.7992565660639993,0.014254149661133031,0.13156458735466003,6,0.13105,-3.15378
1047226,Sr Cd Zn As As 0 3 o o o 0 4 + o o 2 1 - - o 2 4 o o o 2 4 o - o 0 4 o - o 2 3 - o - 2 3 - - - 0 1 + o o 0 2 o o o 2 1 o - o 0 2 o o o 3 4 o o o 0 3 o o o 3 4 o o o 0 2 + o o 0 1 o o o 3 1 o o o 0 4 o - o 0 3 o + o 3 1 o - o 0 3 - o o 2 1 o o -,temp\n   1.00000000000000     \n    11.3284744499813588   -2.1599554887164918    0.0135116857307005\n    11.3284744499813588    2.1599554887164918    0.0135116857307004\n    10.9122098299765717   -0.0000000000000000    3.7314340767767749\n   Sr   Zn   Cd   As\n     1     1     1     2\nDirect\n  0.1135713082857790  0.1135713082857790  0.1135713082857790\n  0.5214450973394547  0.5214450973394547  0.5214450973394547\n  0.3641721774225051  0.3641721774225051  0.3641721774225051\n  0.7203559871649716  0.7203559871649716  0.7203559871649716\n  0.8449869956241414  0.8449869956241414  0.8449869956241414\n \n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n,Sr1Zn1Cd1As2,-3.261240005493164,-3.261609141031901,160,0.8217216363927404,0.023224155968099236,0.2723037600517273,160,0.25037,-3.03446
214354,P Cu P Sr Zn 2 3 o o o 2 4 o o o 0 3 o o o 2 1 + + o 0 4 + + + 2 3 - o o 0 1 o + o 2 4 o + o 2 4 o o o 1 4 o o + 1 4 o o o 2 0 o + o 1 4 + o + 2 0 - o o 2 1 + + o 2 0 o o o 2 3 o + o 2 1 o o o 2 1 o o o 0 3 o o o 2 0 - o o 2 3 o + o 1 4 o o + 2 3 o + +,temp\n   1.00000000000000     \n     0.0000000000000000    4.3994442098067008    0.0095126942866674\n     3.9630481006011391    0.0000000000000000    0.0000000000000000\n     0.0000000000000000   -1.2182582107201756   -5.7979399286467910\n   Sr   Zn   Cu   P \n     1     1     1     2\nDirect\n  0.8451326815348915 -0.0000000000000000  0.6038835319698096\n  0.2160163969697854 -0.0000000000000000  0.1833244116652112\n  0.3920095465020821  0.5000000000000000  0.8858723878321878\n  0.9174840227411118  0.5000000000000000  0.0210571692040958\n  0.3192873522521257  0.5000000000000000  0.4724424993287060\n \n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n,Sr1Zn1Cu1P2,-4.150032424926758,-4.150593948364258,6,0.7632031538973097,0.041012897340290344,0.21288332343101501,6,0.29911,-3.89249
852993,As Zn Zn Sr P 3 4 o o o 0 1 o - o 0 4 o o + 3 4 - o o 3 2 o o - 2 4 - o o 3 1 o - o 3 1 o o o 0 4 o + + 3 0 - - - 3 2 o - - 3 0 o o - 0 1 + o o 3 1 - - o 0 4 o o o 2 1 o o o 2 4 o o o 3 1 o o o 3 2 - - - 3 0 - o - 2 4 o o o 3 2 - - - 2 1 o o o,temp\n   1.00000000000000     \n     2.2446666011202954   -6.8362308866840502   -0.0000000000000003\n     2.2446666011202971    6.8362308866840502    0.0000000000000006\n    -0.0000000000000000   -0.0000000000000000    3.9068643116308368\n   Sr   Zn   As   P \n     1     2     1     1\nDirect\n  0.3996385272047995  0.6003614727952006  0.0000000000000000\n  0.7820114585641248  0.2179885414358752  0.5000000000000000\n  0.1051116430881813  0.8948883569118188  0.0000000000000000\n  0.9712666793672696  0.0287333206327303  0.5000000000000000\n  0.2105611795635057  0.7894388204364943  0.5000000000000000\n \n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n,Sr1Zn2As1P1,-3.4954460144042967,-3.4963417053222656,38,0.7516750451145314,0.03979187667773765,0.5816446542739868,38,0.29043,-3.2457
493536,Sr Sr Ag P P 0 3 - o o 4 0 o o o 4 1 o o o 0 1 o o o 4 1 + o o 4 0 + o o 2 3 o + o 0 3 o o o 4 3 - o o 4 0 o - o 4 1 o + o 4 1 + + o 2 1 o o o 0 3 o o o 2 3 - o + 2 0 - - o 2 3 - - o 2 0 o - o 4 3 o + o 4 0 o o o 2 1 o o + 2 1 + + + 4 3 o o o 2 1 o o +,temp\n   1.00000000000000     \n     0.0000000000000000    4.4080123324015021    0.0143987880170485\n     4.1907791251471762    0.0000000000000000    0.0000000000000000\n     0.0000000000000000   -1.3008921905014523   -7.1201818404910817\n   Sr   Ag   P \n     2     1     2\nDirect\n  0.3800864858481973  0.0000000000000000  0.2150616313939524\n  0.6199135141518026  0.0000000000000000  0.7849383686060476\n -0.0000000000000000  0.5000000000000000  0.5000000000000000\n  0.8772851637337638  0.5000000000000000  0.1281298031181278\n  0.1227148362662363  0.5000000000000000  0.8718701968818722\n \n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n,Sr2Ag1P2,-4.244392395019531,-4.251092147827149,3,0.7815675004877835,0.026808587839520115,0.484507292509079,10,0.25755,-4.02035
982814,P P Al Sr Sr Ag Ag 1 0 o - o 5 0 o o o 1 6 o - o 0 3 o o o 1 3 o - o 1 0 - - o 1 6 o o o 5 4 - o - 5 4 - - - 5 2 - o o 4 3 o o o 3 2 o + o 1 4 - o o 0 3 + o o 1 2 o o o 1 0 o o o 0 3 o - o 4 6 + o o 1 3 - - o 4 2 o o o 1 2 o o o 5 6 - - o 5 4 o o - 1 6 o o o 5 0 o - - 5 2 - - - 1 6 - - o 5 3 o o o 5 2 - o o 4 6 o o o 3 2 o + o 5 6 o - o 5 2 - - - 4 3 + o o,temp\n   1.00000000000000     \n     2.1597204328866026    5.9417405780868577    0.0046524131661882\n     2.1597204328866026   -5.9417405780868577   -0.0046524131661882\n    -0.0000000000000000   -0.8373327563590049   -7.0633314340206388\n   Sr   Al   Ag   P \n     2     1     2     2\nDirect\n  0.5302597677129609  0.4697402322870391  0.6597216896127844\n  0.2453833136795598  0.7546166863204402  0.3033562283469201\n  0.9023407878485269  0.0976592121514731  0.0192202102454491\n  0.5177322892456160  0.4822677107543840  0.1580287229915217\n  0.2925299702339911  0.7074700297660089  0.8665193454696652\n  0.6984595988991481  0.3015404011008520  0.9934909134283804\n  0.9721843493941974  0.0278156506058027  0.3640228899052911\n \n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n,Sr2Al1Ag2P2,-4.048585619245257,-4.049710954938616,8,0.8308393166812882,0.041271245894715314,0.14764919877052307,8,0.264,-3.82699
732055,Al Sr As Sr As 1 2 o o o 0 2 o o o 0 3 o o o 1 4 + + o 1 3 o + o 1 4 o o o 0 2 + + o 0 2 o + o 3 4 + + o 1 3 o o o 1 4 o o o 0 2 + o o 3 4 + + o 1 4 o + o 3 4 o o o 1 2 o + o 0 3 o o - 3 2 o - o 0 3 - o -,temp\n   1.00000000000000     \n     2.2465548205812382    5.7154150300359481    0.0591324119851316\n     2.2465548205812382   -5.7154150300359481   -0.0591324119851316\n     0.0000000000000000   -0.3519939539648445   -6.1919921626230288\n   Sr   Al   As\n     2     1     2\nDirect\n  0.0498525939559723  0.9501474060440277  0.8554563512169774\n  0.3095398460188186  0.6904601539811814  0.4122902027684520\n  0.7580104468889444  0.2419895531110556  0.8174995282457783\n  0.3438710706624176  0.6561289293375823  0.9237639879754006\n  0.6164370267468371  0.3835629732531630  0.5057499297933870\n \n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n,Sr2Al1As2,-4.286231613159179,-4.286659622192383,8,0.8329259987532578,0.0,0.6678040623664856,8,0.22196,-4.05636
639278,Sr P P Al Sr 2 1 o o o 4 0 o + o 2 3 o o o 4 0 + o o 4 1 + o o 4 0 o o o 3 1 o - - 4 0 o o o 3 1 o o - 2 3 o + o 4 0 + + o 2 0 o o o 2 1 o o o 4 1 + o o 2 3 + + o 4 1 o - o 3 0 - - o 2 3 + + + 2 3 + o +,temp\n   1.00000000000000     \n     2.0614575022499722    5.1477247333923737   -0.0001740221524100\n     2.0614575022499722   -5.1477247333923737    0.0001740221524100\n     0.0000000000000000   -1.5672257222571944   -6.5311442461591493\n   Sr   Al   P \n     2     1     2\nDirect\n  0.0281076095089322  0.9718923904910678  0.0037079908072437\n  0.7059454836079612  0.2940545163920388  0.5926471435385779\n  0.3712305358051617  0.6287694641948383  0.3104479870747803\n  0.4225989965048791  0.5774010034951209  0.6685501949880817\n  0.7625978601606880  0.2374021398393121  0.1559966835913154\n \n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n,Sr2Al1P2,-4.5600635528564455,-4.565377044677734,8,0.8971814024724168,0.0,0.9106008410453796,8,0.14328,-4.40269
1013615,Zn Mg Pr P P 2 4 o + o 2 3 o o o 2 4 o o o 2 3 o + o 1 0 o + o 4 3 o o o 2 1 + o o 2 3 - o o 4 3 o o o 2 0 - o o 1 0 - - o 2 1 o o o 4 0 o o - 2 4 o o o 2 1 o o o 1 4 o o + 4 0 - - - 1 4 o o o 1 3 o o o 1 3 - o o 2 0 o + o 2 0 o + o 1 4 - - o,temp\n   1.00000000000000     \n     2.1132657741697147   -6.4161618432951792   -0.0000000000000003\n     2.1132657741697165    6.4161618432951792    0.0000000000000005\n     0.0000000000000000    0.0000000000000000    4.0954022777760164\n   Pr   Mg   Zn   P \n     1     1     1     2\nDirect\n  0.3533407994445392  0.6466592005554609  0.5000000000000000\n  0.6450002731981650  0.3549997268018351  0.5000000000000000\n  0.9614814902305512  0.0385185097694488 -0.0000000000000000\n  0.0408545418410719  0.9591454581589282  0.5000000000000000\n  0.7772236755176966  0.2227763244823035 -0.0000000000000000\n \n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n,Pr1Mg1Zn1P2,-4.591109848022461,-4.592023086547852,8,0.8215600072771521,0.0,0.1495949923992157,38,0.13677,-4.42085
155081,P Zn As Ag Pr 3 2 o + o 3 2 - o o 3 2 - - o 2 4 o o o 2 0 o o + 1 0 o o o 2 4 + o o 3 2 - o o 3 4 o - + 1 0 - o o 1 4 o - o 3 2 o o o 1 4 o o o 3 0 o o + 3 1 o o o 1 0 - o o 1 4 + o o 3 0 - o + 3 4 + + o 3 1 + + + 2 0 o o o 1 4 o o o,temp\n   1.00000000000000     \n     7.1165425874208008   -2.1259968481330511    0.0075998224226922\n     7.1165425874208008    2.1259968481330511    0.0075998224226922\n     6.4775492756170303   -0.0000000000000000    3.6340685376172748\n   Pr   Zn   Ag   As   P \n     1     1     1     1     1\nDirect\n  0.7446816960978196  0.7446816960978196  0.7446816960978196\n  0.2874319208647945  0.2874319208647945  0.2874319208647945\n  0.5338235509896584  0.5338235509896584  0.5338235509896584\n  0.1655913875595356  0.1655913875595356  0.1655913875595356\n  0.9957186357241311  0.9957186357241311  0.9957186357241311\n \n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n,Pr1Zn1Ag1As1P1,-4.439186477661133,-4.440309143066406,8,0.7515720072513232,0.0335024366627632,0.20453396439552307,160,0.16355,-4.31026
1179063,As As Rb 2 1 - - o 2 1 o - - 2 1 - o - 2 0 o - o 2 1 o - o 2 1 o o - 2 0 - o o 1 0 + o o 2 0 o o - 1 0 o + o 2 0 o o o 1 0 o o o 1 0 o o + 2 0 o - o 2 0 - o o,temp\n   1.00000000000000     \n    -1.8670371962298624    3.3415405242581411    4.1480085536611009\n     1.8670371962298624   -3.3415405242581411    4.1480085536611009\n     1.8670371962298633    3.3415405242581411   -4.1480085536611009\n   Rb   As\n     1     2\nDirect\n  0.2203950177742661  0.2203950177742661 -0.0000000000000000\n  0.5813377115586931  0.0813377115586931  0.5000000000000000\n  0.7707773907191277  0.7707773907191278 -0.0000000000000000\n \n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n,Rb1As2,-3.807302792867025,-3.810201644897461,8,0.823938394966357,0.003551969310872316,0.151103675365448,44,0.12598,-3.68777
447572,Bi Rb Ca Bi 2 3 o o + 2 0 - o o 1 0 - o - 1 3 o o - 2 3 o + o 2 0 o o - 2 1 o + o 2 1 + o o 1 3 o o o 2 3 + o o 1 0 o - - 1 3 - o o 2 3 o o o 1 3 o - o 0 3 o + + 2 1 o o + 1 0 - - - 0 3 + o + 2 0 o o o 1 0 - - o 2 1 + o o 1 0 - - o 2 0 o - o 0 3 o + o 0 3 + + o 2 3 o o o 2 0 o o -,temp\n   1.00000000000000     \n     2.3673330294256405    5.2755684283933366   -0.0092017440556886\n     2.3673330294256405   -5.2755684283933366    0.0092017440556886\n     0.0000000000000000   -2.3457352185556104   -7.1736198252026702\n   Rb   Ca   Bi\n     1     1     2\nDirect\n  0.0000000000000000  0.0000000000000000  0.5000000000000000\n  0.5000000000000000  0.5000000000000000  0.0000000000000000\n  0.7551183708455007  0.2448816291544993  0.8591171458800800\n  0.2448816291544993  0.7551183708455007  0.1408828541199199\n \n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n,Rb1Ca1Bi2,-3.2979812622070312,-3.297484874725342,12,0.7507076326521483,0.0,0.2956355810165405,12,0.14026,-3.11336
851809,Ca Sn Sn Rb 3 1 o o - 0 2 o + + 3 1 - o - 3 0 o o - 2 1 - - o 2 1 o - - 2 1 o - - 2 1 - - - 3 2 o + o 3 0 o - o 0 2 o o + 0 1 - o o 3 0 o o o 0 2 + o o 0 1 o o o 3 0 - o o 3 1 o - o 0 1 o o - 2 1 - o - 2 0 o o - 3 1 - - o 3 2 o + o 3 2 o o + 2 1 - o o 3 0 o - o 2 1 o - o 3 0 - o o 3 2 + o o,temp\n   1.00000000000000     \n     8.1761203054512137   -2.5121741579818448    0.0701818474305637\n     8.1761203054512137    2.5121741579818448    0.0701818474305637\n     7.3675367838974193    0.0000000000000000    4.3456057666188173\n   Rb   Ca   Sn\n     1     1     2\nDirect\n  0.7534175795410001  0.7534175795410001  0.7534175795410001\n  0.9399825384445324  0.9399825384445324  0.9399825384445324\n  0.1821856865071088  0.1821856865071088  0.1821856865071088\n  0.5606436306362739  0.5606436306362739  0.5606436306362739\n \n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n,Rb1Ca1Sn2,-3.1925745010375977,-3.193363825480143,160,0.7954097098225545,0.021336094832356878,0.10282387584447861,160,0.25049,-2.96421
193123,Ca Ca Rb Ca As As 1 3 o - o 0 4 o o + 4 5 + o o 1 5 o - o 0 4 o + + 0 5 o o o 2 1 + o o 0 1 o + o 0 3 o o o 2 5 o o o 0 1 o o o 4 3 o - - 1 3 - - o 4 3 o o - 1 3 - o o 2 5 o o o 2 5 + - o 4 3 o o - 2 3 o o o 2 5 o o o 4 3 o o - 4 1 o o o 0 1 o + o 2 5 + o o 0 4 - o + 4 1 + o o 2 5 o o o,temp\n   1.00000000000000     \n     3.7151036495872809    3.6755578092061101    0.0049339161074156\n     3.7151036495872809   -3.6755578092061101   -0.0049339161074156\n     0.0000000000000000   -1.1285200628075605   -7.4956384437490255\n   Rb   Ca   As\n     1     3     2\nDirect\n  0.4590506341804884  0.5409493658195117  0.7136318633568332\n  0.9910091271051333  0.0089908728948667  0.9309310180182913\n  0.9010812456320231  0.5803469793009679  0.3277893470622534\n  0.4196530206990320  0.0989187543679770  0.3277893470622534\n  0.3650827756368328  0.6349172243631672  0.1403835465618452\n  0.9442855952784727  0.0557144047215273  0.5391787330265921\n \n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n,Rb1Ca3As2,-3.648694356282552,-3.6512120564778647,8,0.7736892742395746,0.017945131230467926,0.33183524012565613,8,0.20062,-3.46853
223325,Mg Sb Mg Sb K 3 2 o - o 1 4 - o o 2 4 o o o 3 2 o o o 1 3 o o - 2 4 o + o 1 2 o o o 1 4 - - o 1 3 - o o 2 0 o o o 1 0 - - o 3 0 + o o 1 2 o o o 3 0 o o o 1 0 o o o 1 4 - o o 1 3 - - o 1 0 o - o 3 0 o - o 3 4 o o o 1 2 o - o 3 2 o o o 2 4 - o o 3 4 o o +,temp\n   1.00000000000000     \n     2.3344557158636365   -4.0433959078953929    0.0000000000000000\n     2.3344557158636365    4.0433959078953929    0.0000000000000000\n     0.0000000000000000    0.0000000000000000    8.8820927723415508\n   K    Mg   Sb\n     1     2     2\nDirect\n  0.0000000000000000  0.0000000000000000  0.5000000000000000\n  0.6666666666666643  0.3333333333333357  0.1059043942861706\n  0.3333333333333357  0.6666666666666643  0.8940956057138294\n  0.6666666666666643  0.3333333333333357  0.7769351233625628\n  0.3333333333333357  0.6666666666666643  0.2230648766374372\n \n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n,K1Mg2Sb2,-3.0137487411499024,-3.0140810012817383,8,0.9088522886932714,0.04144977381826287,0.9923246502876282,164,0.06911,-2.98642
313851,K As Pt Na 1 2 o - o 1 0 o + o 0 3 o o + 0 3 o o o 2 3 + + o 0 3 + o o 1 3 + o o 1 0 o o o 1 3 o + + 1 2 o o - 1 0 o o + 1 2 - o o 2 3 + + + 2 0 o + + 1 3 o + o 2 3 + o + 2 0 o o + 1 3 + o + 2 0 + o + 1 0 o + o 1 2 - o o 0 3 o + o 2 0 + + o 2 0 + o o 2 3 o + + 1 2 o o o 1 3 + + o,temp\n   1.00000000000000     \n     6.6402071890503853   -2.2102560823766586   -0.0493749526743889\n     6.6402071890503853    2.2102560823766586   -0.0493749526743889\n     5.9324778973263346    0.0000000000000000    3.7129135927039187\n   K    Na   As   Pt\n     1     1     1     1\nDirect\n  0.0155119867660218  0.0155119867660218  0.0155119867660218\n  0.2049427069952969  0.2049427069952969  0.2049427069952969\n  0.7940967233964216  0.7940967233964216  0.7940967233964216\n  0.4624780593580411  0.4624780593580411  0.4624780593580411\n \n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n,K1Na1As1Pt1,-3.85627818107605,-3.8564704259236655,160,0.841167432468126,0.0,0.11948094516992569,160,0.05245,-3.66814
871806,K Na Bi Au 3 0 - - o 2 1 - - o 2 3 o o - 2 3 - o o 3 0 o - o 2 0 - - - 2 0 - o - 1 0 o o o 3 0 o o - 2 0 - o - 2 0 o - - 1 0 o o o 1 3 o o + 2 1 - o - 3 0 - o o 1 3 o + o 1 0 - o o 2 1 - o o 1 0 o - o 2 3 o o o 3 0 o o - 1 3 o o + 2 1 o - - 2 1 o - o 1 3 + o o 2 3 o - o 3 0 - - o 2 1 o - -,temp\n   1.00000000000000     \n     3.0776055394737982   -4.6360686311589454   -0.0000000000000001\n     3.0776055394738000    4.6360686311589454    0.0000000000000005\n     0.0000000000000000   -0.0000000000000000    5.1677819431191194\n   K    Na   Bi   Au\n     1     1     1     1\nDirect\n  0.9780371268112444  0.0219628731887556 -0.0000000000000000\n  0.3428916184634391  0.6571083815365538  0.5000000000000000\n  0.6936419255253850  0.3063580744746151  0.5000000000000000\n  0.5890893766069926  0.4109106233930074  0.0000000000000000\n \n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n,K1Na1Bi1Au1,-2.8240091800689697,-2.8390932083129883,38,0.7507005794049064,0.0,0.46587130427360535,38,0.09931,-2.7012
54769,K Cd As Cd As Na 4 5 o + o 5 1 + o o 5 1 + - o 5 3 o o o 0 5 - o o 4 5 o o o 3 1 o o o 4 5 o o o 3 2 o o - 4 1 o - o 0 5 - o o 4 0 + o o 0 3 o - o 5 2 o - o 4 1 + o o 0 3 - o o 0 3 o o o 4 1 + - o 0 3 o - o 3 2 o o - 4 0 o o o 0 1 o o o 4 3 + - o 4 3 + o + 4 0 o o o 0 5 o o o 5 2 o - o 0 2 o o o 0 2 - o - 3 2 - o o 4 2 o o o 5 2 o o o 0 1 o + o 4 1 o o + 3 2 o o -,temp\n   1.00000000000000     \n     2.1594438867420878    5.5736713914259308    0.0093502522559803\n     2.1594438867420878   -5.5736713914259308   -0.0093502522559803\n    -0.0000000000000000   -4.0034151423151885   -7.5266744396846086\n   K    Na   Cd   As\n     1     1     2     2\nDirect\n  0.8446545300785886  0.1553454699214113  0.1206418051826399\n  0.5966374114392659  0.4033625885607341  0.5788985473418709\n  0.2357766997629160  0.7642233002370841  0.3986764834366809\n  0.4670403867309103  0.5329596132690896  0.8648202623616364\n  0.9144291120487372  0.0855708879512628  0.6460935264568046\n  0.5903633137836150  0.4096366862163851  0.2185093752203625\n \n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n,K1Na1Cd2As2,-2.646689891815185,-2.64778200785319,8,0.7712960770702806,0.017362262146809915,0.1811853051185608,8,0.17314,-2.492
256480,Na Zn K As Ag As 1 2 o + o 0 5 o o o 4 3 - - - 1 5 + + o 0 3 o - o 4 1 - o o 5 2 o o o 4 3 o - - 5 3 o o - 4 3 o o - 4 2 - o o 4 0 o o o 0 2 - o + 5 3 o - o 4 3 o - - 5 2 - o o 1 2 o o o 0 4 o o + 0 4 o o + 4 5 o o o 4 5 o + o 0 3 - - o 0 1 o o o 0 4 + o + 0 5 + o o 0 1 o o o 4 2 - - o 1 5 o o o 0 4 o + + 1 3 o o o 1 5 + o o 4 1 - o o 5 2 o - o 0 1 o - o 0 2 - o o 0 1 - - o,temp\n   1.00000000000000     \n     2.1699159818743179   -3.7584047287620246    0.0000000000000000\n     2.1699159818743179    3.7584047287620246    0.0000000000000000\n     0.0000000000000000   -0.0000000000000000    9.6019798890865946\n   K    Na   Zn   Ag   As\n     1     1     1     1     2\nDirect\n  0.6666666666666643  0.3333333333333357  0.4711391984555532\n  0.6666666666666643  0.3333333333333357  0.9624697772035472\n -0.0000000000000000 -0.0000000000000000  0.1886538368457013\n  0.3333333333333357  0.6666666666666643  0.7502964059867242\n -0.0000000000000000 -0.0000000000000000  0.7330110317188111\n  0.3333333333333357  0.6666666666666643  0.1992297497896562\n \n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n,K1Na1Zn1Ag1As2,-2.985549290974935,-2.986194292704264,8,0.7738625479060249,0.036457825983236436,0.2533169388771057,156,0.09354,-2.92911
